Date,Forecast
2024-03-14 00:00:00,68074.15750496517
2024-03-15 00:00:00,68093.87773322721
2024-03-16 00:00:00,68157.28840703805
2024-03-17 00:00:00,68046.06660953864
2024-03-18 00:00:00,67993.38987157337
2024-03-19 00:00:00,67901.06179018132
2024-03-20 00:00:00,67517.58916410284
2024-03-21 00:00:00,67791.7655435249
2024-03-22 00:00:00,67811.48577178681
2024-03-23 00:00:00,67874.89644559818
2024-03-24 00:00:00,67763.67464809759
2024-03-25 00:00:00,67710.9979101326
2024-03-26 00:00:00,67618.66982874025
2024-03-27 00:00:00,67235.19723479547
2024-03-28 00:00:00,67509.37364622598
2024-03-29 00:00:00,67529.09390662087
2024-03-30 00:00:00,67592.50461256501
2024-03-31 00:00:00,67481.28284732286
2024-04-01 00:00:00,67428.60614149208
2024-04-02 00:00:00,67336.27809228549
2024-04-03 00:00:00,66952.80549828803
2024-04-04 00:00:00,67226.9819097186
2024-04-05 00:00:00,67246.70217011335
2024-04-06 00:00:00,67310.11287605771
2024-04-07 00:00:00,67198.89112090148
2024-04-08 00:00:00,67146.21442503101
2024-04-09 00:00:00,67053.88638591126
2024-04-10 00:00:00,66670.41380199979
2024-04-11 00:00:00,66944.59022364192
2024-04-12 00:00:00,66964.31049417428
2024-04-13 00:00:00,67027.72121015281
2024-04-14 00:00:00,66916.49945499616
2024-04-15 00:00:00,66863.82275912674
2024-04-16 00:00:00,66771.49472000643
2024-04-17 00:00:00,66388.02213609517
2024-04-18 00:00:00,66662.19855773734
2024-04-19 00:00:00,66681.91882769155
2024-04-20 00:00:00,66745.32954296753
2024-04-21 00:00:00,66634.10778723416
2024-04-22 00:00:00,66581.43109091149
2024-04-23 00:00:00,66489.10305121254
2024-04-24 00:00:00,66105.63046672395
2024-04-25 00:00:00,66379.8068877877
2024-04-26 00:00:00,66399.52715774243
2024-04-27 00:00:00,66462.93787301845
2024-04-28 00:00:00,66351.71611728478
2024-04-29 00:00:00,66299.0394210136
2024-04-30 00:00:00,66206.71138126457
2024-05-01 00:00:00,65823.2387962281
2024-05-02 00:00:00,66097.41521686994
2024-05-03 00:00:00,66117.13548640325
2024-05-04 00:00:00,66180.54620138196
2024-05-05 00:00:00,66069.32444522607
2024-05-06 00:00:00,66016.64774853316
2024-05-07 00:00:00,65924.31970836116
2024-05-08 00:00:00,65540.84712332515
2024-05-09 00:00:00,65815.02354396734
2024-05-10 00:00:00,65834.74381350008
2024-05-11 00:00:00,65898.15452847918
2024-05-12 00:00:00,65786.93277391898
2024-05-13 00:00:00,65734.25607894565
2024-05-14 00:00:00,65641.92804049529
2024-05-15 00:00:00,65258.45545730445
2024-05-16 00:00:00,65532.63187971766
2024-05-17 00:00:00,65552.35215092015
2024-05-18 00:00:00,65615.7628676204
2024-05-19 00:00:00,65504.54111305997
2024-05-20 00:00:00,65451.86441808691
2024-05-21 00:00:00,65359.53637963562
2024-05-22 00:00:00,64976.063796445385
2024-05-23 00:00:00,65250.240218858795
2024-05-24 00:00:00,65269.96044266081
2024-05-25 00:00:00,65333.371112083834
2024-05-26 00:00:00,65222.14931042488
2024-05-27 00:00:00,65169.47256812429
2024-05-28 00:00:00,65077.14448239663
2024-05-29 00:00:00,64693.67185193112
2024-05-30 00:00:00,64967.848227068745
2024-05-31 00:00:00,64987.56845087036
2024-06-01 00:00:00,65050.979120294025
2024-06-02 00:00:00,64939.75731863483
2024-06-03 00:00:00,64887.0805763345
2024-06-04 00:00:00,64780.72022832693
2024-06-05 00:00:00,64383.21533570597
2024-06-06 00:00:00,64643.359448689065
2024-06-07 00:00:00,64649.04741046023
2024-06-08 00:00:00,64698.42581772967
2024-06-09 00:00:00,64573.17175391466
2024-06-10 00:00:00,64506.46274945976
2024-06-11 00:00:00,64400.10240145185
2024-06-12 00:00:00,64002.597508883104
2024-06-13 00:00:00,64262.74162181465
2024-06-14 00:00:00,64268.42958358542
2024-06-15 00:00:00,64317.80799072941
2024-06-16 00:00:00,64190.01915516288
2024-06-17 00:00:00,64120.77537895381
2024-06-18 00:00:00,64011.88025931872
2024-06-19 00:00:00,63611.84059499585
2024-06-20 00:00:00,63869.44993617459
2024-06-21 00:00:00,63872.60312619209
2024-06-22 00:00:00,63919.44676158315
2024-06-23 00:00:00,63791.6579260156
2024-06-24 00:00:00,63722.41414980698
2024-06-25 00:00:00,63613.519030171556
2024-06-26 00:00:00,63213.47936584926
2024-06-27 00:00:00,63471.088706903065
2024-06-28 00:00:00,63474.24189476778
2024-06-29 00:00:00,63521.085528181764
2024-06-30 00:00:00,63393.29669041034
2024-07-01 00:00:00,63324.052912049054
2024-07-02 00:00:00,63215.15779026019
2024-07-03 00:00:00,62815.11812378514
2024-07-04 00:00:00,63072.72746268518
2024-07-05 00:00:00,63075.88065055083
2024-07-06 00:00:00,63122.72428396504
2024-07-07 00:00:00,62994.93544619273
2024-07-08 00:00:00,62925.691667706276
2024-07-09 00:00:00,62816.796546094825
2024-07-10 00:00:00,62416.75687969031
2024-07-11 00:00:00,62674.3662188393
2024-07-12 00:00:00,62677.51940682826
2024-07-13 00:00:00,62724.36304036621
2024-07-14 00:00:00,62596.57420271728
2024-07-15 00:00:00,62527.33042435561
2024-07-16 00:00:00,62418.43530274346
2024-07-17 00:00:00,62018.395636339126
2024-07-18 00:00:00,62276.00497548833
2024-07-19 00:00:00,62279.15816335268
2024-07-20 00:00:00,62326.001796890145
2024-07-21 00:00:00,62198.21296532158
2024-07-22 00:00:00,62128.96919316344
2024-07-23 00:00:00,62020.0740776306
